epoch,step,loss,avg_loss
1,10,5.134370803833008,4.700408458709717
1,20,5.037662029266357,4.302701473236084
1,30,3.1625587940216064,3.4308040142059326
1,40,1.645641803741455,3.2985048651695252
1,50,1.725998878479004,3.1478236079216004
1,60,3.574239730834961,2.915096402168274
1,70,3.272359848022461,3.476218914985657
1,80,3.633929967880249,2.9106940746307375
1,90,2.9692211151123047,2.889422619342804
1,100,3.4437267780303955,3.324788522720337
1,110,2.9950339794158936,3.240212857723236
1,120,2.1952402591705322,2.115786004066467
1,130,2.951416015625,3.169819414615631
1,140,3.7691402435302734,2.9731477379798887
1,150,2.0684549808502197,2.0176935493946075
1,160,2.5133159160614014,1.9894792795181275
1,170,2.243083953857422,2.6886322438716888
1,180,2.166015148162842,1.8999910831451416
1,190,1.2827874422073364,1.8530700087547303
1,200,1.8833688497543335,2.2511888265609743
1,210,2.8642425537109375,2.328652632236481
1,220,3.427238702774048,2.2055566608905792
1,230,0.6463457345962524,2.2405218124389648
1,240,3.059401512145996,2.183675414323807
1,250,3.1232194900512695,2.3781685292720796
1,260,2.268383502960205,2.2872499108314512
1,270,1.4005436897277832,1.7352026760578156
1,280,0.27351367473602295,1.8341764867305757
1,290,1.9416136741638184,1.9542924284934997
1,300,2.4077322483062744,2.1144096195697784
1,310,1.3934472799301147,1.9644817233085632
1,320,2.187960624694824,2.183128309249878
1,330,2.336606025695801,1.8487885266542434
1,340,3.318723440170288,1.9566496282815933
1,350,0.8219118118286133,1.9985995173454285
1,360,0.4405973255634308,1.976423704624176
1,370,0.5857827067375183,1.5733330309391023
1,380,0.4541796147823334,1.7812959253787994
1,390,2.5914406776428223,1.7451010823249817
1,400,0.7884763479232788,2.0430337309837343
1,410,1.0188796520233154,1.369991797208786
1,420,1.272377610206604,1.973773193359375
1,430,1.1042351722717285,1.7022287279367447
1,440,0.3095749020576477,1.2513042449951173
1,450,2.1337318420410156,1.6607666730880737
1,460,2.7411842346191406,2.029674416780472
1,470,2.3116228580474854,2.0681995540857314
1,480,1.954417109489441,1.7034072577953339
1,490,2.960983991622925,1.5092801868915557
1,500,2.0081074237823486,1.4937559932470321
1,510,2.2437849044799805,1.0242591202259064
1,520,2.906961679458618,1.6396043360233308
1,530,2.1610679626464844,2.007688891887665
1,540,0.6525799632072449,1.797942841053009
1,550,1.0491142272949219,1.9620562314987182
1,560,2.3329477310180664,1.5208615034818649
1,570,1.5997039079666138,1.553693914413452
1,580,0.7497348785400391,2.0244995057582855
1,590,1.9754014015197754,1.8116604268550873
1,600,2.0854427814483643,1.2884628415107726
1,610,2.8263895511627197,1.5857344269752502
1,620,1.729516625404358,1.586220633983612
1,630,1.9454302787780762,1.7723467200994492
1,640,1.2176826000213623,1.2377835094928742
1,650,1.1021708250045776,1.3944413274526597
1,660,1.709296464920044,1.9087874710559845
1,670,1.1826143264770508,1.1937995374202728
1,680,1.3582806587219238,1.717463380098343
1,690,0.5296590328216553,1.6425844311714173
1,700,0.7056404948234558,1.9378472119569778
1,710,0.5093232989311218,1.2078526228666306
1,720,0.7550818920135498,1.2877813816070556
1,730,1.4694799184799194,1.3526531785726548
1,740,1.622788667678833,1.7290390133857727
1,750,1.9947152137756348,1.454788652062416
1,760,2.568817615509033,1.4756660640239716
1,770,1.2985121011734009,1.2636270850896836
1,780,1.2702562808990479,1.5203086376190185
1,790,1.7976638078689575,1.81571062207222
1,800,3.181976318359375,1.7027350902557372
1,810,0.2643367648124695,1.184737604856491
1,820,1.6460986137390137,1.28607517182827
1,830,0.5203061103820801,1.3244098782539369
1,840,0.807129442691803,1.298461663722992
1,850,2.104400396347046,1.1710955291986465
1,860,0.6471617817878723,1.0296203285455703
1,870,1.9215787649154663,1.5873115062713623
1,880,1.0253747701644897,1.0124108985066413
1,890,0.2151092290878296,1.4718484699726104
1,900,0.7769725322723389,1.052836611866951
1,910,2.4544291496276855,1.3894043177366258
1,920,1.8709230422973633,1.0411575872451067
1,930,0.9057617783546448,0.970292717218399
1,940,2.108821153640747,1.2578283071517944
1,950,2.6102118492126465,1.9187248408794404
1,960,2.6936724185943604,1.609404593706131
1,970,2.879042387008667,1.3272695004940034
1,980,1.9000662565231323,1.4508069038391114
1,990,1.7670438289642334,1.6908110827207565
1,1000,1.94532310962677,1.165828028321266
1,1010,3.573537826538086,1.2625481724739074
1,1020,1.5779143571853638,1.7968058928847312
1,1030,0.834476113319397,0.9506799101829528
1,1040,0.27222105860710144,1.036893644928932
1,1050,1.055476188659668,0.9928527861833573
1,1060,0.2487383484840393,0.9872165620326996
1,1070,0.5793781280517578,1.4133549690246583
1,1080,1.1185812950134277,1.3568398833274842
1,1090,2.109196424484253,1.634811595082283
1,1100,0.940153956413269,1.4009084701538086
1,1110,0.8650305271148682,1.2881438314914704
1,1120,1.2543092966079712,1.0088596433401107
1,1130,0.3231469988822937,1.1021940588951111
1,1140,1.6868274211883545,1.3653650820255279
1,1150,2.6377758979797363,1.4080308556556702
1,1160,0.8258768320083618,1.621010410785675
1,1170,1.205664038658142,1.357716691493988
1,1180,0.962673008441925,0.8298190772533417
1,1190,0.3689723610877991,1.1605522096157075
1,1200,1.4931364059448242,1.3291590206325055
1,1210,0.5505818128585815,1.0642327427864076
1,1220,2.300917148590088,1.5868309259414672
1,1230,0.6408610343933105,1.012782382965088
1,1240,2.055285930633545,1.1015542984008788
1,1250,1.6500113010406494,1.289647315442562
1,1260,1.0937707424163818,1.0857647716999055
1,1270,1.3540161848068237,1.3153233140707017
1,1280,1.0670143365859985,1.5906243354082108
1,1290,1.2807879447937012,1.0460865944623947
1,1300,1.5842427015304565,1.240593707561493
1,1310,1.161959171295166,1.1147511661052705
1,1320,0.9791138172149658,0.9671264141798019
1,1330,1.5374010801315308,1.2701171904802322
1,1340,1.6463737487792969,0.9128898829221725
1,1350,0.45233988761901855,1.2063825532794
1,1360,1.0624316930770874,1.1543449610471725
1,1370,2.197526216506958,1.09921495616436
1,1380,1.3304927349090576,1.3277734458446502
1,1390,1.956070899963379,1.1597606018185616
1,1400,1.2378653287887573,1.0607771068811416
1,1410,0.8059698939323425,1.1871991276741027
1,1420,1.652284026145935,1.2712608963251113
1,1430,0.5956848859786987,0.9995176792144775
1,1440,0.7163375020027161,0.9108952045440674
